@relation Tweets

@attribute Class {negative,positive}
@attribute Text STRING

@data
positive,'sag_VB for_IN life_NN stacey_JJ april_NN gabriel_NN irieapril_NN mrandmrscheek_NN happy_JJ wedding_NN day_NN gabe_VBD USER_NNP star_NN ballroom_NN URL_.'
negative,'i_PRP \'m_VBP going_VBG and_CC actually_RB meeting_VBG channing_NN tatum_NN tomorrow_NN it_PRP \'s_VBZ all_DT set_VBN up_RP suck_VB my_PRP$ dick_NN twitter_NN'
positive,'every_DT thursday_MD i_PRP go_VB to_TO jesse_VB black_JJ in_IN casselberry_NN fl_NN just_RB for_IN these_DT girls_NNS URL_.'
positive,'new_JJ galaxy_NN nexus_JJ app_NN improvements_NNS gmail_VBP offline_JJ search_NN of_IN last_JJ 30_CD days_NNS nexus_JJ samsung_JJ google_NN android_CC bit_NN ly_RB nejbye_NN'
negative,'rt_NN USER_NNP twitter_RB be_VB fucking_VBG up_IN'
positive,'watching_VBG the_DT woman_NN in_IN black_JJ for_IN the_DT 9th_JJ time_NN hahaha_NN'
negative,'USER_NNP seen_VBN this_DT leaked_VBD 2013_CD kit_NN pic_NN twitter_NN com_NN 3y5koa3i_.'
positive,'drew_VBD peterson_NN is_VBZ untouchable_JJ no_DT more_JJR check_NN out_IN these_DT movie_NN photos_NNS before_IN you_PRP watch_VBP on_IN sun_NN at_IN 7_CD 6c_CD URL_.'
positive,'me_PRP too_RB rt_JJ USER_NNP exciting_JJ day_NN it_PRP \'s_VBZ ice_NN cream_NN sandwich_NN day_NN google_JJ android_CC'
positive,'have_VBP n\'t_RB been_VBN on_IN this_DT twitter_NN shit_NN in_IN a_DT while_NN man_NN here_RB because_RB looks_VBZ like_IN aboutthatlife_RB be_VB haven_NN hella_NN fun_NN on_IN twitter_VBG'
positive,'USER_NNP than_IN apologize_VB to_TO USER_NNP'
positive,'our_PRP$ se_NN member_NN the_DT alresford_NN community_NN choir_NN to_TO share_VB the_DT stage_NN with_IN brit_NN award_NN winning_VBG USER_NNP on_IN sep_JJ 15_CD USER_NN how_WRB exciting_JJ'
negative,'this_DT nigga_NN USER_NNP just_RB hit_VBD a_DT full_JJ court_NN one_NN handed_VBD shot_VBN with_IN brook_NN lopez_JJ smh_NN 21st_IN birthday_NN shit_NN'
positive,'dear_JJ twitter_NN i_NN have_VBP missed_VBN you_PRP promise_VBP i_PRP \'ll_MD keep_VB in_IN touch_NN more_RBR often_RB'
positive,'USER_NN i_IN love_NN the_DT and_CC now_RB it_PRP is_VBZ looking_VBG to_TO china_NN apple_NN funds_NNS sweatshops_VBZ there_RB while_IN gates_NNS funds_NNS a_DT foundation_NN apple_NN microsoft_NN'
negative,'most_JJS of_IN you_PRP idiots_NNS do_VBP n\'t_RB even_RB know_VB about_IN your_PRP$ team_NN and_CC call_VB yourself_PRP supporters_NNS read_VBP and_CC learn_VBP talk_VB to_TO older_JJR fans_NNS'
negative,'i_PRP guess_VBP knicks_NNS heat_NN is_VBZ on_IN for_IN now_RB pretty_RB clear_JJ that_IN tomorrow_NN \'s_POS game_NN was_VBD n\'t_RB going_VBG to_TO happen_VB'
positive,'lol_JJ david_JJ letterman_NN re_NN hanging_VBG crane_NN in_IN nyc_NN so_IN what_WP they_PRP \'re_VBP gonna_VBG do_VBP tomorrow_NN is_VBZ get_VB USER_NNP near_IN it_PRP to_TO make_VB it_PRP stick_VB upright_RB amazing_JJ'
negative,'my_PRP$ schedule_NN is_VBZ 2_CD busy_JJ 2_CD spend_VBP unquality_NN time_NN with_IN USER_NNP USER_NNP 2_CD recover_VBP iphone_NN again_RB the_DT mo_NN \'_POS mobile_JJ i_NNS get_VBP the_DT mo_NN \'_POS immobile_NN i_NN is_VBZ sync_NN not_RB'
positive,'crack_VB that_DT whip_NN'
positive,'USER_NNP follow_VBP USER_NNP and_CC meet_VB her_PRP on_IN november_NN 26_CD she_PRP deserves_VBZ to_TO meet_VB you_PRP crew_NN justin_RB she_PRP \'ll_MD be_VB at_IN the_DT bell_NN center_NN at_IN 4_CD'
positive,'google_NN \'s_POS nexus_NN really_RB i_VBZ wanna_VB it_PRP now_RB awesome_JJ'
negative,'bad_JJ news_NN no_DT gibbs_NNS for_IN saturday_NN unless_IN we_PRP play_VBP tv5_IN at_IN lb_NN we_PRP have_VBP lost_VBN before_IN it_PRP \'s_VBZ started_VBN santos_NNS is_VBZ a_DT liability_NN and_CC will_MD be_VB cut_VBN to_TO shreds_NNS'
positive,'hey_UH parents_NNS did_VBD you_PRP know_VB about_IN the_DT free_JJ tools_NNS from_IN microsoft_JJ that_IN help_NN keep_VB your_PRP$ kids_NNS safe_JJ online_IN live_JJ family_NN safety_NN URL_.'
negative,'twitter_NN show_VBP my_PRP$ fuckin_JJ retweets_NNS bitch_NN'
negative,'1st_IN 5_CD star_NN review_NN colour_NN of_IN lemon_NN sets_NNS off_RP like_IN a_DT bullet_NN train_NN with_IN the_DT gruesome_JJ murder_NN of_IN one_CD of_IN sowerbutt_NN \'s_POS own_JJ'
positive,'dress_NN rehearsal_NN for_IN 11th_JJ night_NN the_DT apollo_NN theatre_NN shaftesbury_NN ave_NN is_VBZ so_RB different_JJ from_IN shakespeare’s_NN globe_NN so_RB intimate_JJ mustn’t_NN shout_NN'
negative,'USER_NNP USER_IN you_PRP know_VBP the_DT issues_NNS they_PRP have_VBP with_IN dst_NN and_CC alarms_NNS p_NN'
negative,'we_PRP always_RB get_VBP pushed_VBN out_RP to_TO ss4_VB with_IN ben_JJ sheppard_NN could_MD be_VB worse_JJR could_MD be_VB thursday_DT night_NN with_IN colin_NN murray_NN afc_.'
positive,'watching_VBG the_DT vow_NN for_IN the_DT 1st_JJ time_NN i_IN 3_CD it_PRP already_RB cried_VBD 3_CD times_NNS'
positive,'i_PRP know_VBP it_PRP \'s_VBZ in_IN january_NN but_CC i_IN cant_JJ wait_NN for_IN the_DT royal_JJ rumble_NN wwe_.'
positive,'rt_NN USER_IN you_PRP can_MD literally_RB go_VB back_RB and_CC forth_RB between_IN facebook_NN twitter_NN text_NN and_CC email_VB all_DT do_VBP technology_NN is_VBZ too_RB good_JJ'
negative,'microsoft_JJ licensing_NN process_NN is_VBZ annoying_VBG'
negative,'las_UH vegas_NN is_VBZ my_PRP$ 3rd_JJ home_NN and_CC i_NN \'ll_MD be_VB there_RB after_IN the_DT election_NN but_CC the_DT wynn_NN just_RB lost_VBN my_PRP$ business_NN after_IN the_DT bogus_JJ obama_NN comments_NNS'
positive,'rt_NN USER_NNP android_CC 4_CD 0_CD ice_NN cream_NN sandwich_NN is_VBZ here_RB with_IN a_DT google_JJ nexus_NN in_IN new_JJ avtar_NN URL_NNP android_CC google_JJ nexus_JJ bigmama_CC'
positive,'beam_NN me_PRP up_RP microsoft_JJ microsoft_JJ has_VBZ holodesk_NN research_NN project_NN URL_.'
negative,'now_RB she_PRP posted_VBD that_IN she_PRP saw_VBD donghae_NNS and_CC yesung_NN and_CC they_PRP waved_VBD at_IN them_PRP someone_NN put_VBD me_PRP out_IN of_IN this_DT misery_NN'
negative,'finally_RB saw_VBD the_DT galaxy_NN foams_NNS in_IN person_NN on_IN saturday_NN let_VBD \'s_PRP just_RB say_VBP smmfh_JJ ugly_JJ ass_NN shoes_NNS'
positive,'porto_NN is_VBZ even_RB more_RBR amazing_JJ as_IN the_DT sun_NN sets_VBZ URL_NNS'
negative,'apple_NN eclipsed_VBD microsoft_JJ URL_.'
positive,'sushis_PRP$ rafa_NN on_IN the_DT tv_NN best_JJS way_NN to_TO end_VB this_DT sunday_NN vamos_NN'
positive,'apple_NN \'s_POS increasing_VBG skeumorphism_NN the_DT wood_NN and_CC leather_NN effects_NNS tim_JJ cook_NN canned_VBN scott_NN forstall_NN URL_IN no_DT more_JJR dodgy_JJ effects_NNS'
negative,'ipad_NN in_IN perpetual_JJ restore_VB loop_NN after_IN trying_VBG to_TO upgrade_VB to_TO ios5_VB USER_NNP sux_NN without_IN steve_NN'
positive,'loved_VBD the_DT hair_NN style_NN from_IN friday_NN \'s_POS jason_NN wu_VBD new_JJ york_NN fashion_NN week_NN show_VBP we_PRP \'re_VBP giving_VBG you_PRP the_DT step_NN by_IN step_NN to_TO URL_NNP'
positive,'love_NN how_WRB i_FW skipped_VBD every_DT category_NN of_IN the_DT nta_NN \'s_POS besides_IN the_DT soaps_NNS could_MD n\'t_RB give_VB half_PDT a_DT fuck_NN if_IN everything_NN else_RB went_VBD off_RP the_DT air_NN tomorrow_NN'
negative,'twitter_NN sucks_VBZ for_IN having_VBG a_DT follow_VB limit_NN'
positive,'harry_NN redknapp_NN 2nd_CD favourite_NN at_IN 7_CD 4_CD to_TO be_VB next_JJ blackburn_NN boss_NN venkys_NNS please_VBP make_VB this_DT happen_VB makeredknapparover_NN'
negative,'any_DT chance_NN USER_NNP will_MD release_VB good_JJ headphones_NNS that_IN dont_JJ blast_NN music_NN outside_IN the_DT ears_NNS iphone_VBD ipod_VBN its_PRP$ quite_RB obnoxious_JJ'
negative,'watched_VBD the_DT vow_NN for_IN the_DT 5th_JJ time_NN and_CC i_NN \'m_VBP still_RB tearing_VBG what_WP \'s_POS wrong_JJ with_IN this_DT movie_NN it_PRP \'s_VBZ tooo_RB omg_JJ i_NN ca_MD n\'t_RB even_RB'
negative,'i_NN really_RB hate_VBP that_DT USER_NNP wo_MD n\'t_RB let_VB you_PRP hide_VB the_DT newsstand_NN app_NN or_CC move_VB it_PRP into_IN a_DT folder_NN it_PRP serves_VBZ no_DT purpose_NN for_IN me_PRP'
negative,'USER_IN the_DT tour_NN dates_NNS got_VBD updated_VBN fox_NN theatre_NN on_IN the_DT 24th_JJ or_CC the_DT 26th_JJ i_NN do_VBP n\'t_RB want_VB to_TO fuck_VB this_DT up_IN'
positive,'bad_JJ girls_NNS club_NN mexico_NN is_VBZ so_RB official_JJ now_RB meaning_VBG most_JJS of_IN the_DT girls_NNS going_VBG off_RP on_IN each_DT other_JJ i_NN ca_MD n\'t_RB wait_VB until_IN monday_NN d_CC'
negative,'1st_JJ time_NN i_PRP drove_VBD stick_NN ever_RB i_IN kinda_NN lied_VBD to_TO the_DT salesman_NN at_IN ab_JJ honda_NN that_IN i_PRP can_MD drive_VB standard_JJ and_CC took_VBD the_DT 5_CD speed_NN manual_NN for_IN a_DT testdrive_NN'
positive,'nice_JJ drive_NN chargers_NNS rivers_NNS and_CC romo_NN face_NN alot_NN of_IN same_JJ criticism_NN from_IN media_NNS romo_NN has_VBZ the_DT 2nd_NNP best_JJS passer_NN rating_NN in_IN nfl_JJ history_NN ignorance_NN'
negative,'mommy_NN is_VBZ leaving_VBG on_IN sunday_NN did_VBD n\'t_RB say_VB shit_NN like_IN i_NN knew_VBD she_PRP was_VBD leavin_VBG but_CC she_PRP ai_VBP n\'t_RB say_VB when_WRB'
negative,'i_PRP \'ve_VBP been_VBN on_IN tv_NN a_DT few_JJ times_NNS now_RB still_RB waiting_VBG for_IN the_DT call_NN from_IN itv_NN about_IN dancing_VBG on_IN ice_NN though_IN starting_VBG to_TO think_VB i_PRP may_MD be_VB too_RB famous_JJ'
negative,'dear_JJ USER_NNP why_WRB you_PRP gotta_VBP go_VB change_VB the_DT way_NN lt_NN input_NN type_NN number_NN gt_NN is_VBZ handled_VBN out_IN of_IN the_DT blue_JJ'
negative,'to_TO play_VB temple_NN run_VBN to_TO watch_VB himym_JJ season_NN 8_CD orrrrr_NN to_TO sleep_VB in_IN readiness_NN for_IN tomorrow_NN \'s_POS morning_NN interview_NN decisions_NNS are_VBP hard_JJ to_TO make_VB'
positive,'kick_NN off_RP your_PRP$ weekend_NN with_IN service_NN ev_NN \'s_POS get_VB on_IN the_DT bus_NN trip_NN to_TO the_DT boys_NNS girls_NNS club_NN is_VBZ friday_NN from_IN 3_CD 6_CD hope_NN to_TO see_VB you_PRP there_RB'
negative,'this_DT is_VBZ the_DT first_JJ time_NN i_PRP \'ve_VBP been_VBN unhappy_JJ with_IN any_DT USER_NNP product_NN disappointed_VBN and_CC the_DT internet_NN seems_VBZ as_RB confused_VBN as_IN i_PRP am_VBP right_RB now_RB'
negative,'somehow_RB eyeshadow_NN smeared_VBD to_TO the_DT center_NN of_IN my_PRP$ forehead_NN i_IN look_NN like_IN a_DT participant_NN of_IN ash_NN wed_VBN and_CC i_PRP pulled_VBD out_RP chunks_NNS of_IN eyelashes_NNS fuck_.'
negative,'only_JJ people_NNS with_IN names_NNS beginning_VBG with_IN \'a_JJ \'_\'\' are_VBP getting_VBG mail_NN this_DT week_NN a_DT la_NNP microsoft_NN'
negative,'well_RB USER_NNP seems_VBZ 2b_JJ screwing_VBG iphone_NN 4s_NNS resellars_NNS they_PRP still_RB dont_VBP have_VBP 4s_JJ yet_RB were_VBD promised_VBN similar_JJ 2_CD ma_NN bell_NN \'s_POS monopolistic_NN prctices_NNS'
negative,'USER_NNP the_DT sun_NN does_VBZ not_RB rise_VB in_IN the_DT same_JJ constellation_NN as_IN your_PRP$ zodiac_NN anymore_RB there_EX has_VBZ been_VBN a_DT shift_NN astrology_NN is_VBZ a_DT myth_NN'
positive,'»_NN rt_NN USER_IN no_DT question_NN bro_NN rt_NN USER_NNP should_MD i_FW get_VB dis_NN iphone_NN or_CC a_DT evo_JJ 3d_NN'
negative,'USER_NNP yea_NN i_IN pre_NN order_NN through_IN USER_NNP and_CC they_PRP sorry_RB too_RB just_RB like_IN at_IN t_NN'
positive,'skipping_VBG USER_NNP shopping_NN sprees_NNS was_VBD a_DT huge_JJ mistake_NN i_NN could_MD spend_VB a_DT month_NN in_IN that_DT store_NN smellsfordays_VBZ neednewknives_NNS hellyaa_.'
negative,'\'saturday_JJ kitchen\'_NN is_VBZ on_IN and_CC it_PRP \'s_VBZ sunday_JJ mind_NN fucked_.'
positive,'got_VBD a_DT great_JJ piece_NN for_IN you_PRP history_NN buffs_NNS friday_NN morning_NN a_DT game_NN between_IN schalke_NN bayern_NN that_WDT marked_VBD the_DT end_NN of_IN germany_NN \'s_POS greatest_JJS ever_RB side_NN'
negative,'should_MD be_VB studying_VBG doing_VBG work_NN but_CC no_DT i_NN \'m_VBP hold_VB with_IN USER_NNP hurry_NN the_DT fuck_JJ up_IN nopatience_NN'
positive,'where_WRB is_VBZ our_PRP$ defense_NN have_VBP you_PRP seen_VBN them_PRP USER_NNP USER_NNP USER_NNP USER_NNP'
positive,'USER_NNP so_RB u_PRP sat_VBD down_RP with_IN sophia_NN grace_NN and_CC rosie_NN to_TO tea_NN and_CC it_PRP was_VBD awesome_JJ d_NN'
positive,'we_PRP are_VBP excited_VBN to_TO announce_VB our_PRP$ next_JJ day_NN on_IN the_DT green_JJ on_IN sunday_NN january_NN 27th_IN australia_JJ day_NN long_RB weekend_NN we_PRP are_VBP URL_RB'
negative,'wtf_JJ microsoft_JJ sbs2008_NNS rww_VBP only_RB works_NNS in_IN ie_NN browserwars_NNS'
positive,'it_PRP \'s_VBZ monday_JJ morning_NN and_CC i_NN woke_VBD listening_VBG to_TO niggas_NNS in_IN paris_NN oh_UH man_UH it_PRP \'s_VBZ going_VBG to_TO be_VB a_DT good_JJ day_NN'
negative,'microsoft_JJ arrogance_NN again_RB ballmer_JJR says_VBZ you_PRP need_VBP to_TO be_VB a_DT computer_NN scientist_NN to_TO use_VB android_DT URL_NN'
positive,'ben_NN amos_NNS doing_VBG well_RB USER_IN another_DT clean_JJ sheet_NN he_PRP says_VBZ he_PRP \'s_VBZ enjoying_VBG the_DT challenge_NN of_IN playing_VBG regular_JJ 1st_JJ team_NN football_NN mufc_NN'
negative,'fixing_VBG a_DT pc_NN that_WDT thinks_VBZ it_PRP is_VBZ 1601_CD i_NN thought_VBD microsoft_VBN had_VBD the_DT y1_CD 6k_JJ issue_NN fixed_VBD already_RB techsupport_NN'
positive,'going_VBG to_TO see_VB kendrick_NN lamar_NN with_IN USER_NNP starks_NNS in_IN jan_NN d_CC'
negative,'ca_MD n\'t_RB watch_VB rafa_NNP \'s_POS i_NN \'ll_MD be_VB back_RB video_NN til_IN the_DT end_NN it_PRP \'s_VBZ too_RB heartbreaking_JJ plus_CC it_PRP just_RB reminded_VBD me_PRP he_PRP was_VBD up_IN 5_CD 1_CD in_IN ao_FW 5th_JJ set_NN'
negative,'front_NN of_IN tomorrow_NN \'s_POS telegraph_NN sport_NN supplement_NN says_VBZ rodgers_NNS ready_JJ to_TO ditch_NN highly_RB paid_VBD stars_NNS in_IN summer_NN clear_JJ out_IN'
negative,'i_NN really_RB hate_VBP dealing_VBG with_IN the_DT brain_NN dead_JJ people_NNS at_IN the_DT USER_NNP store_NN for_IN such_JJ good_JJ products_NNS customer_NN service_NN sucks_NNS'
positive,'i_IN love_NN the_DT veldheer_NN vs_IN wake_NN match_VBP up_RP tomorrow_NN imo_NN USER_NNP is_VBZ the_DT most_RBS underrated_JJ player_NN on_IN da_NN raaaiddaazzz_NN maybe_RB at_IN his_PRP$ position_NN'
positive,'early_JJ vote_NN done_VBN obama_NNP election2012_CD 4more_IN equality_NN vote_NN beheard_VBD URL_.'
negative,'USER_NNP packers_NNS to_TO win_VB superbowl_NN xlvii_NNS'
negative,'the_DT boys_NNS URL_IN calvin_VBG watkins_NNS explains_VBZ why_WRB sunday_JJ night_NN games_NNS are_VBP bad_JJ luck_NN for_IN the_DT cowboys_NNS and_CC URL_NN'
positive,'i_PRP \'m_VBP an_DT ios_JJ user_NN but_CC the_DT ics_NNS is_VBZ awesome_JJ great_JJ job_NN google_NN'
negative,'someone_NN come_VB to_TO stamford_VB bridge_NN with_IN me_PRP and_CC individually_RB slap_VB every_DT single_JJ human_NN in_IN the_DT stadium_NN'
positive,'USER_NNP i_FW study_NN photonics_NNS propagation_NN of_IN light_NN through_IN materials_NNS is_VBZ my_PRP$ specialist_NN subject_NN'
negative,'tomorrow_NN is_VBZ last_JJ day_NN for_IN early_JJ voting_NN in_IN nevada_NN i_NN am_VBP not_RB inspired_VBN to_TO vote_VB early_JJ i_NN do_VBP n\'t_RB like_VB many_JJ of_IN the_DT choices_NNS most_RBS suck_VB balls_NNS'
negative,'i_PRP was_VBD supposed_VBN to_TO go_VB to_TO the_DT covina_NN game_NN tomorrow_NN to_TO see_VB josh_JJ i_NNS do_VBP n\'t_RB even_RB know_VB wtf_IN i_PRP \'m_VBP doing_VBG'
positive,'very_RB nice_JJ trivia_NNS game_NN by_IN google_NN helps_VBZ you_PRP use_VBP their_PRP$ search_NN better_RBR URL_JJ fb_NN'
negative,'in_IN case_NN you_PRP forgot_VBD panthers_NNS are_VBP horrible_JJ on_IN defense_NN pathetic_NN ranked_VBD 27th_JJ against_IN run_NN and_CC their_PRP$ top_JJ cb_NN gamble_NN is_VBZ out_IN w_JJ injury_NN cowboys_NNS'
negative,'hackers_NNS have_VBP already_RB defeated_VBN windows_NNS 8_CD and_CC readwrite_VBP mobile_JJ ranked_VBD it_PRP 5th_JJ in_IN interface_NN design_NN behind_IN ios_NNS and_CC android_NN'
negative,'the_DT knicks_NNS vs_IN nets_NNS game_NN got_VBD moved_VBN all_PDT the_DT way_NN to_TO the_DT 26th_JJ damn_NN'
positive,'monday_NN night_NN football_NN at_IN ciscos_NNS win_VBP a_DT chance_NN at_IN going_VBG to_TO hawaii_NNS for_IN the_DT pro_JJ bowl_NN happy_JJ hour_NN all_DT night_NN URL_.'
negative,'kevin_VBG rudd_JJ talks_NNS about_IN pm_NN betrayal_NN updated_VBN 19_CD 00_CD sunday_NN oct_NN 28_CD 2012_CD senior_JJ labor_NN mps_NNS are_VBP again_RB batting_VBG divided_VBN URL_.'
negative,'world_NN war_NN 3_CD has_VBZ been_VBN going_VBG on_IN in_IN my_PRP$ house_NN since_IN monday_NN how_WRB long_RB do_VBP these_DT things_NNS usually_RB last_JJ'
positive,'just_RB thinking_VBG about_IN couple_NN days_NNS i_VBP had_VBN in_IN august_JJ stone_NN roses_NNS one_CD night_NN then_RB kasabian_VB noel_NN g_NN and_CC the_DT cribs_NNS the_DT next_JJ does_VBZ n\'t_RB get_VB much_RB better_RBR'
positive,'the_DT landlord_NN from_IN will_MD ferrell_VB avi_RB URL_JJ via_IN USER_NNP this_DT will_MD cure_VB the_DT monday_JJ blues_NNS funny_JJ funny_JJ shit_NN'
negative,'the_DT big_JJ l_NN is_VBZ strictly_RB gunplay_VB i_FW run_VBP thru_VBN church_NN n_NN pistol_NN whip_NN the_DT priest_NN every_DT sunday_NN damn_NN'
positive,'all_DT you_PRP nikon_VBP photographers_NNS out_IN there_RB brace_VB yourself_PRP for_IN something_NN awesome_JJ tomorrow_NN on_IN my_PRP$ blog_NN i_IN am_VBP team_NN canon_NN but_CC this_DT is_VBZ epic_NN'
negative,'USER_NNP foy1_CD USER_NNP USER_NNP if_IN you_PRP dont_VBP know_VB hes_VBZ the_DT vocalist_NN of_IN the_DT metal_NN band_NN lamb_NN of_IN god_NN and_CC is_VBZ a_DT sorta_NN a_DT 3rd_JJ party_NN candidate_NN'
positive,'USER_NNP USER_NNP u_NNP r_NN really_RB about_IN to_TO make_VB me_PRP throw_VB this_DT USER_NN in_IN the_DT trash_NN an_DT get_VB an_DT USER_NNP iphone_NN USER_NNP upload_NNP issues_NNS'
negative,'will_MD you_PRP have_VB lunch_NN with_IN me_PRP tomorrow_RB night_RB random_JJ hoe_NN that_WDT \'s_VBZ hitting_VBG on_IN castle_NN nooooooooo_NN beckett_NN'
positive,'may_MD possibly_RB like_VB dream_NN high_JJ 2_CD better_JJR than_IN the_DT original_JJ gasp_NN'
negative,'going_VBG to_TO buck_VB the_DT trend_NN of_IN media_NNS going_VBG all_DT digital_JJ by_IN developing_VBG a_DT print_NN version_NN of_IN twitter_VBG'
positive,'this_DT data_NN usage_NN feature_NN looks_VBZ amazing_JJ on_IN ics_NNS android_CC samsung_JJ google_NN galaxynexus_NN'
negative,'today_NN is_VBZ desperation_NN day_NN if_IN you_PRP know_VBP what_WP i_PRP mean_VBP'
positive,'republic_NN day_NN in_IN turkey_NN 29_CD oct_NN fire_NN work_NN awesome_JJ URL_.'
positive,'lt_NN 3_CD u_NN microsoft_JJ'
positive,'you_PRP may_MD think_VB you_PRP \'ve_VBP tried_VBN them_PRP all_DT but_CC i_PRP \'ll_MD bet_VB you_PRP have_VBP n\'t_RB tried_VBN taking_VBG on_RP the_DT challenge_NN stop_VB wasting_VBG time_NN URL_.'
negative,'rt_NN USER_NNP reader_NN \'tronman\'_RB compares_VBZ steveballmer_JJR to_TO an_DT albatross_NN around_IN microsoft_NN \'s_POS neck_NN do_VBP you_PRP agree_VB join_VB the_DT discu_NN'
negative,'i_PRP do_VBP n\'t_RB give_VB a_DT fuck_NN though_IN it_PRP \'s_VBZ all_DT about_IN sockersweek_NN chicagomagicpsg_NN friday_NN night_NN lights_NNS at_IN olympic_JJ park_NN'
positive,'oingo_NN boingo_NN well_RB most_JJS of_IN the_DT band_NN tomorrow_NN leonard_JJ cohen_NN on_IN monday_NN dudeimstoked_CC'
negative,'although_IN there_EX was_VBD that_DT one_CD time_NN he_PRP finished_VBD 3rd_JJ and_CC cannavaro_NN finished_VBD 1st_IN yes_RB fabio_VBN cannavaro_NN bullshit_NN'
negative,'internet_NN explorer_NN 9_CD is_VBZ the_DT biggest_JJS pile_NN of_IN shit_NN ever_RB seriously_RB microsoft_JJ ie9_.'
negative,'it_PRP baffles_VBZ me_PRP that_IN steve_JJ ballmer_NN can_MD be_VB a_DT ceo_NN of_IN a_DT company_NN let_VB alone_RB a_DT giant_JJ like_IN microsoft_JJ the_DT guys_NNS a_DT moron_NN'
positive,'meet_VB siri_NN your_PRP$ new_JJ iphone_NN butler_NN click_NN the_DT link_NN and_CC be_VB amazed_VBN by_IN all_DT it_PRP can_MD do_VB URL_NNP USER_NNP'
positive,'man_NN utd_VBD v_NN arsenal_NN on_IN sat_VBD sees_VBZ the_DT best_JJS defence_NN afc_NN in_IN the_DT league_NN conceded_VBD 0_CD 67_CD p_NN game_NN against_IN the_DT best_JJS attack_NN utd_NN scored_VBN 2_CD 67_CD p_NN game_NN'
negative,'extra_JJ point_NN is_VBZ no_DT good_JJ its_PRP$ dsu_NN 28_CD morgan_NN state_NN 20_CD with_IN 5_CD 02_CD left_VBN in_IN the_DT 3rd_JJ quarter_NN'
positive,'the_DT new_JJ samsungnexus_NN and_CC 4_CD 0_CD os_NNS make_VBP the_DT iphone4s_JJ look_NN like_IN an_DT old_JJ bag_NN phone_NN nice_JJ job_NN google_NN and_CC samsung_VBG'
positive,'hope_NN everybody_NN enjoyed_VBD ben_IN amos_NNS at_IN welton_NN on_IN monday_NN do_VBP n\'t_RB forget_VB USER_NNP will_MD be_VB at_IN market_NN weighton_NN this_DT coming_VBG monday_NN the_DT 1st_JJS'
negative,'fox_NN chicago_VBP you_PRP make_VB me_PRP angry_JJ playing_VBG the_DT vikings_NNS vs_IN redskins_NNS over_IN the_DT nfc_JJ championship_NN rematch_NN 49ers_VBD vs_JJ giants_NNS tomorrow_NN'
negative,'USER_NNP if_IN you_PRP want_VBP to_TO know_VB what_WP customers_NNS think_VBP dont_IN send_VBP updates_NNS with_IN the_DT noreply_RB return_NN address_NN who_WP invented_VBD that_IN anyway_RB useless_JJ'
positive,'dr_NN mohamed_VBD morsi_RB announced_VBN as_IN egypt_NN \'s_POS 1st_JJ elected_VBN president_NN after_IN the_DT glorious_JJ 25th_JJ of_IN jan_NN revolution_NN congratulations_NNS to_TO egypt_VB'
positive,'good_JJ dev_NN opportunities_NNS at_IN microsoft_JJ ux_NNP tour_NN helsinki_NN finland_NN URL_.'
positive,'we_PRP are_VBP live_JJ ufc_NN on_IN fuel_NN tv_NN 1st_IN fight_NN of_IN the_DT day_NN'
negative,'hey_UH USER_NNP the_DT sms_NNS full_JJ message_NN is_VBZ complete_JJ shit_NN yes_RB i_IN \'m_VBP annoyed_VBN'
negative,'embarrassing_VBG rams_NNS cut_VBN alexander_IN yes_RB i_PRP know_VBP he_PRP \'s_VBZ from_IN mizzou_NNS but_CC c_NNS \'mon_JJ chiefs_NNS d_VBD makes_VBZ unknowns_NNS look_VB like_IN pro_FW bowlers_.'
positive,'going_VBG to_TO the_DT grammys_NNS first_JJ entertainment_NN law_NN breakfast_NN here_RB in_IN nyc_NN tomorrow_NN i_NN \'m_VBP so_RB excited_VBN one_CD step_NN closer_RBR'
negative,'USER_NNP a_DT betrayed_VBN wife_NN is_VBZ legally_RB allowed_VBN to_TO kill_VB her_PRP$ adulterous_JJ husband_NN but_CC may_MD only_RB do_VB so_RB with_IN her_PRP$ bare_JJ hands_NNS hong_JJ kong_.'
